needs_QC,scientific_name,common_name,alternative_names,category,source
,Pinus albicaulis,pine nut,,plant,BP
,Pinus armandii,pine nut,,plant,BP
,Pinus bungeana,pine nut,,plant,BP
,Pinus cembra,pine nut,,plant,BP
,Pinus cembroides,pine nut,,plant,BP
,Pinus coulteri,pine nut,,plant,BP
,Pinus culminicola,pine nut,,plant,BP
,Pinus edulis,pine nut,,plant,BP
,Pinus gerardiana,pine nut,,plant,BP
,Pinus johannis,pine nut,,plant,BP
,Pinus koraiensis,pine nut,,plant,BP
,Pinus monophylla,pine nut,,plant,BP
,Pinus orizabensis,pine nut,,plant,BP
,Pinus pinea,pine nut,,plant,BP
,Pinus pumila,pine nut,,plant,BP
,Pinus quadrifolia,pine nut,,plant,BP
,Pinus remota,pine nut,,plant,BP
,Pinus sabiniana,pine nut,,plant,BP
,Pinus sibirica,pine nut,,plant,BP
,Piper auritum,mexican pepperleaf,,plant,"Sterling, ""Yucatan"""
,Piper cubeba,tailed pepper,"cubeb, cubeb pepper, false pepper, java pepper, javanese pepper, javanese peppercorn",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Piper guineense,ashanti pepper,,plant,BP
,Piper longum,long pepper,,plant,JL
,Piper methysticum,kava kava,,plant,"Kuete, ""Medicinal Spices and Vegetables from Africa"""
,Piper nigrum,black pepper,,plant,BP
,Piper retrofractum,balinese long pepper,"balinese pepper, jaborandi pepper, java pepper, long pepper, java long pepper, javanese long pepper",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Piper sarmentosum,wild betel,,plant,BP
,Pistacia vera,pistachio,,plant,BP
,Pisum sativum,pea,,plant,BP
,Pisum sativum var. macrocarpum,snow pea,,plant,BP
,Pithecellobium dulce,madras thorn,,plant,Milla 2020 Crop Origins
,Pithecellobium jiringa,jenkol,,plant,Milla 2020 Crop Origins
,Planchonia careya,cocky apple,"cockatoo apple, billygoat plum",plant,"Newton, ""The Oldest Foods on Earth"""
,Plantago afra,black psyllium,,plant,BP
,Plantago arenaria,french psyllium,,plant,BP
,Plantago major,common plantain,,plant,Milla 2020 Crop Origins
,Plantago ovata,blond psyllium,,plant,BP
,Platostoma palustre,chinese mestoma,,plant,BP
,Platycodon grandiflorus,balloon flower root,,plant,SJ
,Plectranthus amboinicus,cuban oregano,,plant,Milla 2020 Crop Origins
,Plectranthus esculentus,kaffir potato,,plant,Milla 2020 Crop Origins
,Plinia cauliflora,jabuticaba,"brazilian grape, brazilian grapetree, jaboticaba, jabotica",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Plukenetia volubilis,sacha peanut,,plant,Milla 2020 Crop Origins
,Plumeria obtusa,singapore graveyard flower,"frangipani, pagoda tree, red jasmine, red jasmine of jamaica, red paucipan, singapore frangipani, singapore white plumeria, temple tree, white kalachuche",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Plumeria rubra,frangipani,"common frangipani, graveyard tree, hawaiian lei flower, nose gay, pagoda tree, red frangipani, red jasmine, red jasmine of jamaica, red paucipan, temple flower, temple tree, tree of life, west indian jasmine",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Podocarpus elatus,illawarra plum (brown pine),,plant,"Newton, ""The Oldest Foods on Earth"""
,Polianthes tuberosa,tuberose,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Polygala butyracea,black beniseed,,plant,Milla 2020 Crop Origins
,Polygonum maximowiczii,water pepper,,plant,Milla 2020 Crop Origins
,Polygonum odoratum,vietnamese coriander,,plant,Milla 2020 Crop Origins
,Polygonum odoratum ,vietnamese coriander,rau ram,plant,BP
,Polymnia sonchifolia,yacon,,plant,Milla 2020 Crop Origins
,Polyscias fruticosa,ming aralia,,plant,Milla 2020 Crop Origins
,Polystichum munitum,fiddleheads,,plant,JL
,Pometia pinnata,matoa,"fijian longan, dawa, island lychee, oceanic lychee, pacific lychee",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Poncirus trifoliata,trifoliate orange,"bitter orange, citrange, citrangequat, flying dragon, hardy orange, japanese bitter orange, japanese hardy orange, mock orange, trifoliata, trifoliata orange, trifoliate-orange",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Porphyra,nori,,plant,FAO Cultured Aquatic Species Fact Sheets
,Portulaca oleracea,common purslane,"little hogweed, pursley",plant,"Newton, ""The Oldest Foods on Earth"""
,Pourouma cecropiifolia,amazon grape,"amazon tree grape, uvilla",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Pouteria caimito,abiu,yellow star apple,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Pouteria campechiana,egg fruit,"canistel, egg fruit tree, mexican sapodilla, ti-es, yellow sapote",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Pouteria lucuma,lucumo,,plant,Milla 2020 Crop Origins
,Pouteria macrophylla,lucma,,plant,Milla 2020 Crop Origins
,Pouteria procera,macarandiba,,plant,Milla 2020 Crop Origins
,Pouteria sapota,mamey sapote,,plant,"Sterling, ""Yucatan"""
,Pouteria viridis,green sapote,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Prainea limpato,limpato,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Primula x polyantha,polyanthus primrose,"elatior hybrid primroses, false oxlip, florist primrose polyanthus, polyanthus primula",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Proboscidea louisianica,unicorn plant,,plant,Milla 2020 Crop Origins
,Prunus americana,american plum,,plant,Milla 2020 Crop Origins
,Prunus angustifolia,chickasaw plum,,plant,Milla 2020 Crop Origins
,Prunus armeniaca,apricot,,plant,JL
,Prunus avium,sweet cherry,,plant,BP
,Prunus cerasifera,cherry plum,,plant,Milla 2020 Crop Origins
,Prunus cerasus,sour cherry,,plant,FAO major crops 2019
,Prunus domestica,plum,,plant,BP
,Prunus dulcis,almond,,plant,JL
,Prunus grayana,japanese bird cherry,,plant,BP
,Prunus kansuensis,peach of gansu,,plant,Milla 2020 Crop Origins
,Prunus mira,smoothpit peach,,plant,Milla 2020 Crop Origins
,Prunus mume,chinese plum,ume,plant,JL
,Prunus munsoniana,wild goose plum,,plant,Milla 2020 Crop Origins
,Prunus nigra,canadian plum,,plant,Milla 2020 Crop Origins
,Prunus persica,peach,,plant,BP
,Prunus pseudocerasus,cambridge cherry,,plant,Milla 2020 Crop Origins
,Prunus salicina,japanese plum,"asian plum, californian plum, chinese plum, japanese blood plum, japanese box plum, nai plum, ussurian plum, willow-leaf cherry",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Prunus simonii,apricot plum,,plant,Milla 2020 Crop Origins
,Prunus spinosa,sloe,,plant,BP
,Prunus tomentosa,nanking cherry,,plant,Milla 2020 Crop Origins
,Prunus ussuriensis,peach plum,,plant,Milla 2020 Crop Origins
,Pseudocydonia sinensis,chinese-quince,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Psidium acutangulum,para guava,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Psidium cattleianum,cattley guava,"cherry guava, china guava, porpay, purple guava, red strawberry guava, strawberry guava, lemon guava, yellow strawberry guava, yellow cattley guava",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Psidium friedrichsthalianum,costa rican guava,"cas, cas acida, wild guava, wild guavo",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Psidium guajava,common guava,,plant,BP
,Psidium guineense,brazilian guava,"castilian guava, guinea guava, gÃƒÂ£Ã‚Â¼isara guava, guisaro sour guava, wild guava",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Psidium sartorianum,guayabillo,,plant,Milla 2020 Crop Origins
,Psophocarpus scandens,tropical african winged bean,,plant,BP
,Psophocarpus tetragonolobus,winged bean,"asparagus bean, asparagus pea, princess bean, princess-pea, four-angled bean, goa bean, manila bean, supermarket bean, short day asparagus pea",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Pteridium aquilinum,bracken,"brake, common bracken, eagle fern",plant,"Peters, ""Edible Wild Plants of Subsaharan Africa"""
,Pterocarpus indicus,amboyna wood,"andaman redwood, angsana, beeswing narra, blanco's narra, burmese rosewood, malay paduak, narra, new guinea rosewood, pashu padauk, philippine mahogany, prickly narra, red sandalwood, redwood, tenasserim mahogany",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Pterostylis curta,blunt greenhood,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Pterostylis pedunculata,maroonhood,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Pueraria montana,pueraria montana,,plant,Milla 2020 Crop Origins
,Pueraria montana var. lobata,east asian arrowroot,"foot-a-night vine, ko-hemp, kudsu, kudzu, kudzu bean, kudzu hemp, kudzu vine, japanese arrowroot, taiwan kudzu, vine-that-ate-the-south, tropical kudzu, wild kudzu",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Punica granatum,pomegranate,,plant,JL
,Pyropia tenera,nori,,plant,JL
,Pyropia yezoensis,nori,,plant,JL
,Pyrus bretschneideri,ya pear,"chinese white pear, crisp chinese pear, duck pear, white pear, ya li pear",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Pyrus communis,european pear,,plant,BP
,Pyrus pashia,afghan pear,,plant,BP
,Pyrus pyrifolia,nashi pear,,plant,BP
,Pyrus ussuriensis,siberian pear,,plant,BP
,Pyrus x bretschneideri,hybrid chinese white pear,,plant,BP
,Pyrus x sinkiangensis,xinjiang pear,,plant,BP
,Quararibea cordata,south american sapote,"chupa-chupa, matisia, sapote columbiana",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Quercus infectoria,aleppo oak,"asian holly-oak, cyprus oak, downy oak, dyer's oak, gall oak, nut-galls",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Quercus robur,acorn/oak,"acorn, oak",plant,JL
,Raphanus raphanistrum,wild radish,"chinese radish, common radish, daikon, daikon radish, fodder radish, garden radish, japanese radish, leafy daikon, oriental radish, oriental winter radish, radish",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Raphanus sativus,radish,,plant,BP
,Rheum officinale,chinese rhubarb,,plant,Milla 2020 Crop Origins
,Rheum rhabarbarum,rhubarb,,plant,Milla 2020 Crop Origins
,Rhodomyrtus tomentosa,rose myrtle,"australia murta, ceylon hill cherry, ceylon hill gooseberry, downy myrtle, downy rose myrtle, fluffy blueberry, hill guava, isenberg bush, rhodomyrtus, tomentose rose myrtle",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Ribes aureum,golden currant,,plant,Milla 2020 Crop Origins
,Ribes cynosbati,dogberry,,plant,Milla 2020 Crop Origins
,Ribes divaricatum,coast gooseberry,,plant,BP
,Ribes hirtellum,american gooseberry,,plant,BP
,Ribes lobbii,gummy gooseberry,,plant,BP
,Ribes longiracemosum,ribes genus,,plant,Milla 2020 Crop Origins
,Ribes nigrum,blackcurrant,"european blackcurrant, garden blackcurrant",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Ribes oxyacanthoides subsp. irriguum,idaho gooseberry,,plant,BP
,Ribes petraeum,rock red currant,,plant,Milla 2020 Crop Origins
,Ribes rubrum,redcurrant,"cultivated currant, common currant, garden currant, red currant, reps, ribs, risp, white currant",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Ribes spicatum,nordic currant,,plant,Milla 2020 Crop Origins
,Ribes uva-crispa,gooseberry,"carberry, deberries, english gooseberry, european gooseberry, feaberry, feabes, feverberry, goosegogs, groser, grozet, honeyblobs, wild gooseberry",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Ribes x nidigrolaria,jostaberry,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Ricinus communis,castor bean,"castor, castorbean, castor-bean tree, castor oil plant, palma christi",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Rollinia dolabripetala,lancewood,,plant,Milla 2020 Crop Origins
,Rollinia mucosa,biriba,"biribah, rollinia, lancewood, wild cachiman, wild custard apple, wild sugar apple",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Rolliniopsis discreta,monkey fruit,,plant,Milla 2020 Crop Origins
,Rorippa indica,ding li,,plant,Milla 2020 Crop Origins
,Rosa canina,dog rose,,plant,"van Wyk, ""Food Plants of the World"""
,Rosa gallica,common rose,,plant,"van Wyk, ""Food Plants of the World"""
,Rosa rugosa,beach rose,,plant,"van Wyk, ""Food Plants of the World"""
,Rosa x centifolia,cabbage rose,,plant,"van Wyk, ""Food Plants of the World"""
,Rosa x damascena,damask rose,,plant,"van Wyk, ""Food Plants of the World"""
,Rosa x hybrida,hybrid tea rose,"rose, common rose, english, floribunda rose, hybrid musk rose, hybrid perpetual rose",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Rosa x rugosa,rugosa rose,"beach plum, beach rose, beach tomato, japanese rose, ramanas ros, saltspray rose, turkestan rose, sea tomato, wrinkled rose",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Rubus allegheniensis,common blackberry,,plant,"van Wyk, ""Food Plants of the World"""
,Rubus brasiliensis,amorinha verde,,plant,Milla 2020 Crop Origins
,Rubus caesius,european dewberry,,plant,BP
,Rubus chamaemorus,cloudberry,,plant,"van Wyk, ""Food Plants of the World"""
,Rubus fruticosus,european blackberry,,plant,BP
,Rubus glaucus,andean raspberry,,plant,"Milla, ""CropOrigins and PhyloFood"""
,Rubus idaeus,raspberry,,plant,BP
,Rubus illecebrosus,strawberry raspberry,,plant,"van Wyk, ""Food Plants of the World"""
,Rubus laciniatus,evergreen blackberry,,plant,"Milla, ""CropOrigins and PhyloFood"""
,Rubus loganobaccus,boysenberry,,plant,JL
,Rubus occidentalis,black raspberry,,plant,"van Wyk, ""Food Plants of the World"""
,Rubus phoenicolasius,wineberry,,plant,"van Wyk, ""Food Plants of the World"""
,Rubus rosifolius,roseleaf bramble,,plant,Milla 2020 Crop Origins
,Rubus ulmifolius,elmleaf blackberry,,plant,"van Wyk, ""Food Plants of the World"""
,Rubus ursinus x idaeus,boysenberry,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Rubus x loganobaccus,loganberry,"phenomenal-berry, tayberry",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Rumex acetosa,sorrel,,plant,Milla 2020 Crop Origins
,Rumex alpinus,alpine dock,,plant,Milla 2020 Crop Origins
,Rumex patientia,patience dock,,plant,Milla 2020 Crop Origins
,Rumex scutatus,buckler leaved sorrel,,plant,Milla 2020 Crop Origins
,Saba comorensis,bungo fruit,"mbungo, rubber vine",plant,"Peters, ""Edible Wild Plants of Subsaharan Africa"""
,Saccharum officinarum,sugarcane,,plant,BP
,Saccharum spontaneum,wild sugarcane,"cane inflorescence, coastal pitpit, cultivated sugarcane, duruka, fiji asparagus, pitpit, vegetable cane",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sagittaria sagittifolia,arrow head,,plant,Milla 2020 Crop Origins
,Sagittaria trifolia,threeleaf arrowhead,"arrowhead, arrow-head, arrow-weed, chinese arrowhead, chinese potato, duck potato, old world arrowhead, swamp potato",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Salacca affinis,red salak,"edible-fruited salak palm, jungle salak, palm heart (vegetable), salak, snakefruit",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Salacca glabrescens,jungle salak,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Salacca magnifica,greater salak,remayong,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Salacca wallichiana,rakum palm,"edible-fruited rakum palm, edible-fruited salak palm",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Salacca zalacca,salak,"edible-fruited salak palm, edible salacca, salak palm, snake fruit, snake palm, snake-skinned fruit",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Salicornia quinqueflora,beaded samphire,"bead weed, beaded glasswort, glasswort",plant,"Newton, ""The Oldest Foods on Earth"""
,Salsola komarovii,land seaweed,,plant,Milla 2020 Crop Origins
,Salsola soda,saltwort,,plant,JL
,Salvia elegans,pineapple sage,"pineapple scented sage, honey melon sage, tangerine sage",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Salvia hispanica,chia seed,,plant,JL
,Salvia officinalis,sage,,plant,BP
,Salvia rosmarinus,rosemary,,plant,BP
,Sambucus nigra,elder,"black elder, common elder, pipe tree, bore tree, bour tree, danewort, elder bush, elderberry, european alder, european black elder, european black elderberry, european elder, european elderberry, pipe tree, sambu, tree of medicine, tree of music",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sandoricum koetjape,santol,"kechapi, lolly fruit, sentol, wild mangosteen",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sanguisorba minor,salad burnet,,plant,Milla 2020 Crop Origins
,Sanguisorba officinalis,great burnet,,plant,Milla 2020 Crop Origins
,Santalum acuminatum,desert quandong,,plant,"Newton, ""The Oldest Foods on Earth"""
,Sarcotheca diversifolia,jungle belimbing,,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sauropus androgynus,katuk,,plant,BP
,Scadoxus puniceus,paintbrush lily,"snake lily, royal paintbrush, king-of-candida, african blood lily, rooikwas, isisphompho, umgola",plant,"Peters, ""Edible Wild Plants of Subsaharan Africa"""
,Scaphium macropodum,malva nut,"makjong, kembang semangkok",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Schinus molle,pink peppercorn,,plant,JL
,Sclerocarya birrea,marula,,plant,"Peters, ""Edible Wild Plants of Subsaharan Africa"""
,Scorodocarpus borneensis,garlic nut,"bawang hutan, forest onion, nutwood garlic, sindu, wood garlic, woodland onion",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Scorodophloeus zenkeri,garlic tree,divida,plant,BP
,Scorzonera hispanica,black salsify,spanish salsify,plant,JL
,Secale cereale,rye,,plant,BP
,Secale cereale x Triticum aestivum,triticale,,plant,BP
,Sechium edule,chayote,,plant,"Sterling, ""Yucatan"""
,Sechium tacaco,tacaco,,plant,Milla 2020 Crop Origins
,Sedum rupestre,crooked yellow stonecrop,,plant,Milla 2020 Crop Origins
,Semecarpus anacardium,marking nut tree,,plant,Milla 2020 Crop Origins
,Senna alata,candle bush,"candelabra bush, candelabra plant, candlestick senna, empress-candleplant, emperor's candlesticks, christmas-candle, emperor's candle plant, emperor's candlesticks, golden-candle senna, golden candelabra tree, king-of-the-forest, ringworm bush, ringworm plant, ringworm senna, ringworm bush, ringworm shrub, roman candle tree, seven golden candles, seven-golden-candlesticks, stick senna, winged senna, yellowtop",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Senna auriculata,avaram senna,"matara tea, styptic weed, tanner's cassia, tarwar",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Senna siamea,siamese cassia,"blackwood cassia, bombay blackwood, cassod, cassod tree, iron wood, kassod tree, pheasant wood, siamese senna, siamese shower, thai cassia, thai copper pod, thailand shower, yellow cassia",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Senna timoriensis,limestone cassia,"arremene, golden bird",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Serenoa repens,saw palmetto,"american dwarf palm tree, cabbage palm, scrub palmetto, serenoa",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sesamum alatum,sesame of the gazelle,,plant,Milla 2020 Crop Origins
,Sesamum indicum,sesame,,plant,BP
,Sesamum radiatum,benniseed,,plant,Milla 2020 Crop Origins
,Sesbania grandiflora,vegetable-hummingbird,"agathi, agati sesbania, august flower, australian corkwood tree, corkwood tree, flamingo bill, grandiflora, hummingbird tree, scarlet wisteria tree, sesban, sesbania, swamp pea, tiger tongue, west indian pea, west indian pea tree, white dragon tree",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sesbania javanica,marsh sesbania,yellow wisteria,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Setaria italica,foxtail millet,"chinese millet, dwarf setaria, foxtail bristle grass, german millet, hay millet, giant setaria hungarian millet, italian millet, japanese millet, liberty millet, red rala",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sida rhombifolia,arrowleaf sida,,plant,Milla 2020 Crop Origins
,Sideritis scardica,greek mountain tea,"balkan sideritis, bulgarian viagra, ironwort, mountain tea, pirin tea, mursalski tea, shepherd's tea",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sinapis alba,white mustard,,plant,BP
,Siraitia grosvenorii,monkfruit,"arhat fruit, buddha's fruit, fructus mormodicae, monk's fruit, longevity fruit",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Smallanthus sonchifolius,yacon,,plant,JL
,Smilax glyciphylla,sweet sarsaparilla,,plant,"Newton, ""The Oldest Foods on Earth"""
,Solanum aethiopicum,bitter tomato,african eggplant,plant,BP
,Solanum americanum,nightshade,,plant,BP
,Solanum anguivi,forest bitterberry,african eggplant,plant,BP
,Solanum anomalum,childrens tomatoes,,plant,Milla 2020 Crop Origins
,Solanum betaceam,tamarillo,"cape tomato, tomatillo, tree tomato, yellow tree tomato",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Solanum betaceum,tamarillo,,plant,Milla 2020 Crop Origins
,Solanum centrale,kutjera,"australian desert raisin, kampurarpa",plant,"Newton, ""The Oldest Foods on Earth"""
,Solanum chaucha,chaucha,,plant,Milla 2020 Crop Origins
,Solanum curtilobum,papa rucki,,plant,Milla 2020 Crop Origins
,Solanum duplosinuatum,bussu,,plant,Milla 2020 Crop Origins
,Solanum goniocalyx,papa amarilla,,plant,Milla 2020 Crop Origins
,Solanum lasiocarpum,hairy-fruited eggplant,"hairy egg plant, hairy nightshade, indian nightshade, terong asam, thai hairy-fruited eggplant",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Solanum linearifolium,kangaroo apple,mountain kangaroo apple,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Solanum lycopersicum,tomato,,plant,BP
,Solanum macrocarpon,african eggplant,vietnamese eggplant,plant,BP
,Solanum mammosum,nipplefruit,"apple of sodom, breastberry, cow's udder, fox face, love apple, macaw bush, macawbush, mickey mouse plant, nipple nightshade, pigs ears, tit fruit, tit plant, titty fruit, turkey berry, zombie fruit",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Solanum melongena,eggplant,,plant,BP
,Solanum muricatum,pepino,"honey pear, melon pear, melon shrub, mellow fruit, pepino dulce, pepino melon, peruvian pepino, sweet cucumber, sweet pepino, tree melon",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Solanum nigrum,blackberry nightshade,,plant,BP
,Solanum phureja,papa criolla,,plant,Milla 2020 Crop Origins
,Solanum quitoense,naranjilla,,plant,BP
,Solanum scabrum,garden huckleberry,,plant,Milla 2020 Crop Origins
,Solanum sessiliflorum,cocona,"orinoco apple, peach tomato, topiro",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Solanum stenotomum,pitiquiÃ±a,,plant,Milla 2020 Crop Origins
,Solanum torvum,turkey berry,"cherry eggplant, devil's fig, green-fruited pea eggplant, gully bean, pea aubergine, pea eggplant, plate brush, susumba, susumber, thai pea eggplant, thai cultivated nightshade, thornapple, water nightshade, wild eggplant",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Solanum tuberosum,potato,,plant,BP
,Solanum uporo,poro poro,,plant,Milla 2020 Crop Origins
,Solanum viride,cannibals tomato,,plant,Milla 2020 Crop Origins
,Sorbus domestica,sorb tree,"beam tree, checker tree, chess tree, service tree, service tree mountain ash, true service tree, whitty pear",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sorghum bicolor,sorghum,"great millet, broomcorn, guinea corn, durra, imphee, jowar, milo",plant,BP
,Spathodea campanulata,african tulip tree,"african flame tree, african tuliptree, african-tuliptree, fireball, firebell, fire tree, flame of the forest, flame-of-the-forest, flame tree, fountain tree, indian cedar, nandi flame, nile flame, pichkari, nandi flame, st. dominic's mahogany, santo domingo mahogany, scarlet bell tree, squirt tree, tuliptree, ugandan flame",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sphenostylis stenocarpa,african yam bean,,plant,Milla 2020 Crop Origins
,Spilanthes acmella,paracress,,plant,Milla 2020 Crop Origins
,Spinacia oleracea,spinach,,plant,BP
,Spinacia tetrandra,spinach,,plant,BP
,Spondias cytherea,ambarella,"golden apple, hog plum, indian mombin, jew plum, june plum, otaheite apple, polynesian plum, tahitian quince, vi apple, wi apple, yellow plum",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Spondias dulcis,ambarella,,plant,BP
,Spondias lakonensis,ling nan suan zao,,plant,Milla 2020 Crop Origins
,Spondias mombin,yellow mombin,,plant,FAO major crops 2019
,Spondias pinnata,wild mango,,plant,Milla 2020 Crop Origins
,Spondias purpurea,hog plum,,plant,"Sterling, ""Yucatan"""
,Stachys affinis,crosne,chinese artichoke,plant,JL
,Stelechocarpus burahol,burahol,"kepel, kepel apple",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Stenocereus griseus,mexican organ pipe,,plant,Milla 2020 Crop Origins
,Stenocereus pruinosus,gray ghost organ pipe,,plant,Milla 2020 Crop Origins
,Stenocereus queretaroensis,pitaya,,plant,Milla 2020 Crop Origins
,Stenocereus stellatus,pitaya agria,,plant,Milla 2020 Crop Origins
,Sterculia foetida,java olive tree,"bastard poon tree, great sterculia, hazel sterculia, wild almond, poom tree",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sterculia monosperma,chinese chestnut,"china chestnut, noble bottle tree nut, pheng phok, phoenix eyes, seven sister's fruit",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Sterculia parviflora,common sterculia,kelumpang,plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Stevia rebaudiana,stevia,,plant,Milla 2020 Crop Origins
,Styphnolobium japonicum,japanese pagoda tree,"chinese scholar tree, pagoda tree, scholar tree, umbrella tree",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Suaeda glauca,jian peng,,plant,Milla 2020 Crop Origins
,Synsepalum dulcificum,miracle berry,,plant,JL
,Syringa vulgaris,lilac,"common lilac, french lilac, syringa",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Syzygium anisatum,aniseed myrtle,"ringwood, aniseed tree, anise myrtle",plant,"Newton, ""The Oldest Foods on Earth"""
,Syzygium aqueum,watery rose apple,"bell apple, bell fruit, water apple, water cherry",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Syzygium aromaticum,clove,,plant,BP
,Syzygium australe,brush cherry,"creek lilly pilly, creek satinash, magenta cherry, purple monkey apple, scrub cherry",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Syzygium cumini,malabar plum,"black plum, damson plum, indian blackberry, jambolan, java plum, jambolan plum, portuguese plum, purple plum",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
,Syzygium formosum,phul jamb,,plant,Milla 2020 Crop Origins
,Syzygium jambos,jambos,"malabar plum, plum rose, rose-apple",plant,"Lim, ""Edible Medicinal and Non-Medicinal Plants"""
